name	constituency	party	img_src
A. Raja, Shri	Nilgiris (SC)(Tamil Nadu)	Dravida Munnetra Kazhagam	https://loksabhadocs.nic.in/mpimage/photo/344.jpg
Abbaiah, Shri Narayana Swamy	Chitradurga (SC)(Karnataka)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/5175.jpg
Abdullah, Dr. Farooq	Srinagar (Jammu and Kashmir)	Jammu and Kashmir National Conference	https://loksabhadocs.nic.in/mpimage/photo/2654.jpg
Adhikari,  Shri Deepak (Dev)	Ghatal (West Bengal)	All India Trinamool Congress	https://loksabhadocs.nic.in/mpimage/photo/4847.jpg
Adhikari, Shri Dibyendu	Tamluk (West Bengal)	All India Trinamool Congress	https://loksabhadocs.nic.in/mpimage/photo/4939.jpg
Adhikari,  Shri Sisir Kumar	Kanthi (West Bengal)	All India Trinamool Congress	https://loksabhadocs.nic.in/mpimage/photo/4502.jpg
Adv. A. M. Ariff	Alappuzha (Kerala)	Communist Party of India (Marxist)	https://loksabhadocs.nic.in/mpimage/photo/5121.jpg
Agrawal,  Shri Rajendra	Meerut (Uttar Pradesh)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/4267.jpg
Ahluwalia,  Shri S.S.	Bardhaman-Durgapur (West Bengal)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/4793.jpg
Ahmed, Smt. Sajda	Uluberia (West Bengal)	All India Trinamool Congress	https://loksabhadocs.nic.in/mpimage/photo/4944.jpg
Ajgalley, Shri Guharam	Janjgir-Champa (SC)(Chhattisgarh)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/4013.jpg
Ajmal,  Maulana Badruddin	Dhubri (Assam)	All India United Democratic Front	https://loksabhadocs.nic.in/mpimage/photo/4436.jpg
Ambareesh, Smt. Sumalatha	Mandya (Karnataka)	Independent	https://loksabhadocs.nic.in/mpimage/photo/5180.jpg
Angadi, Smt. Mangal Suresh	Belgaum (Karnataka)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/5531.jpg
Annadurai, Shri C.N.	Tiruvannamalai (Tamil Nadu)	Dravida Munnetra Kazhagam	https://loksabhadocs.nic.in/mpimage/photo/4969.jpg
Annpurna Devi, Smt.	Kodarma (Jharkhand)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/5116.jpg
Ansari, Shri Afzal	Ghazipur (Uttar Pradesh)	Bahujan Samaj Party	https://loksabhadocs.nic.in/mpimage/photo/4170.jpg
Antony,  Shri Anto	Pathanamthitta (Kerala)	Indian National Congress	https://loksabhadocs.nic.in/mpimage/photo/4571.jpg
Aujla, Shri Gurjeet Singh	Amritsar (Punjab)	Indian National Congress	https://loksabhadocs.nic.in/mpimage/photo/4940.jpg
Azad, Smt.  Sangeeta	Lalganj (SC)(Uttar Pradesh)	Bahujan Samaj Party	https://loksabhadocs.nic.in/mpimage/photo/5152.jpg
B.N. , Shri Bache Gowda	Chikkballapur (Karnataka)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/5173.jpg
Baalu, Shri Thalikkottai Rajuthevar	Sriperumbudur (Tamil Nadu)	Dravida Munnetra Kazhagam	https://loksabhadocs.nic.in/mpimage/photo/26.jpg
Badal, Smt. Harsimrat Kaur	Bathinda (Punjab)	Shiromani Akali Dal	https://loksabhadocs.nic.in/mpimage/photo/4433.jpg
Badal, Shri Sukhbir Singh	Ferozpur (Punjab)	Shiromani Akali Dal	https://loksabhadocs.nic.in/mpimage/photo/3652.jpg
Baghel, Prof. S.P. Singh	Agra (SC)(Uttar Pradesh)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/31.jpg
Baghel, Shri Vijay	Durg (Chhattisgarh)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/5007.jpg
Baheria, Shri Subhash Chandra	Bhilwara (Rajasthan)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/3654.jpg
Baij, Shri Deepak	Bastar (ST)(Chhattisgarh)	Indian National Congress	https://loksabhadocs.nic.in/mpimage/photo/5008.jpg
Balyan, Dr. Sanjeev Kumar	Muzaffarnagar (Uttar Pradesh)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/4921.jpg
Bandi, Shri Sanjay Kumar	Karimnagar (Telangana)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/5076.jpg
Bandyopadhyay, Shri Sudip	Kolkata Uttar (West Bengal)	All India Trinamool Congress	https://loksabhadocs.nic.in/mpimage/photo/38.jpg
Banerjee,  Shri Abhishek	Diamond Harbour (West Bengal)	All India Trinamool Congress	https://loksabhadocs.nic.in/mpimage/photo/4843.jpg
Banerjee, Shri Kalyan	Serampore (West Bengal)	All India Trinamool Congress	https://loksabhadocs.nic.in/mpimage/photo/4498.jpg
Banerjee, Shri Prasun	Howrah (West Bengal)	All India Trinamool Congress	https://loksabhadocs.nic.in/mpimage/photo/4583.jpg
Bapat, Shri Girish Bhalchandra	Pune (Maharashtra)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/5198.jpg
Barla, Shri  John	Alipurduars (ST)(West Bengal)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/5034.jpg
Barne, Shri Shrirang Appa	Maval (Maharashtra)	Shiv Sena	https://loksabhadocs.nic.in/mpimage/photo/4781.jpg
Barq, Shri Shafiqur Rahman	Sambhal (Uttar Pradesh)	Samajwadi Party	https://loksabhadocs.nic.in/mpimage/photo/3657.jpg
Baruah, Shri Pradan	Lakhimpur (Assam)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/4937.jpg
Basavaraj, Shri Gangasandra Siddappa	Tumkur (Karnataka)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/46.jpg
Basheer, Shri E. T. Mohammed	Ponnani (Kerala)	Indian Union Muslim League	https://loksabhadocs.nic.in/mpimage/photo/4561.jpg
Beesetti , Dr. Venkata Satyavathi	Anakapalle (Andhra Pradesh)	Yuvajana Sramika Rythu Congress Party	https://loksabhadocs.nic.in/mpimage/photo/5086.jpg
Bellana, Shri  Chandra Sekhar	Vizianagaram (Andhra Pradesh)	Yuvajana Sramika Rythu Congress Party	https://loksabhadocs.nic.in/mpimage/photo/5102.jpg
Beniwal, Shri Hanuman	Nagaur (Rajasthan)	Rashtriya Loktantrik Party	https://loksabhadocs.nic.in/mpimage/photo/5205.jpg
Benny, Shri Behanan	Chalakudy (Kerala)	Indian National Congress	https://loksabhadocs.nic.in/mpimage/photo/5124.jpg
Bey, Shri Horen Sing	Autonomous District (ST)(Assam)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/5025.jpg
Bhabhor, Shri Jaswantsinh Sumanbhai	Dahod (ST)(Gujarat)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/4857.jpg
Bhagat, Shri Sudarshan	Lohardaga (ST)(Jharkhand)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/4329.jpg
Bhagirath Choudhary, Shri	Ajmer (Rajasthan)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/5203.jpg
Bhamre, Dr. Subhash Ramrao	Dhule (Maharashtra)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/4678.jpg
Bhargava, Shri Ramakant	Vidisha (Madhya Pradesh)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/5072.jpg
Bhatia, Shri Sanjay	Karnal (Haryana)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/5029.jpg
Bhatt, Shri  Ajay	Nainital-Udhamsingh Nagar (Uttarakhand)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/5003.jpg
Bhatt, Smt. Ranjanben Dhananjay	Vadodara (Gujarat)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/4927.jpg
Bhavana Gawali (Patil),  Ms.	Yavatmal-Washim (Maharashtra)	Shiv Sena	https://loksabhadocs.nic.in/mpimage/photo/135.jpg
Bholanath (B.P. Saroj), Shri	Machhlishahr (SC)(Uttar Pradesh)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/5153.jpg
Bhoumik, Km. Pratima	Tripura West (Tripura)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/4983.jpg
Bidhuri, Shri Ramesh	South Delhi (NCT of Delhi)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/4854.jpg
Bind, Dr. Ramesh Chand	Bhadohi (Uttar Pradesh)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/5138.jpg
Birla, Shri Om	Kota (Rajasthan)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/4716.jpg
Bisen, Dr. Dhal Singh	Balaghat (Madhya Pradesh)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/5056.jpg
Bisoyi, Smt. Pramila	Aska (Odisha)	Biju Janata Dal	https://loksabhadocs.nic.in/mpimage/photo/4984.jpg
Bista, Shri  Raju	Darjeeling (West Bengal)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/5042.jpg
Bohra, Shri Ramcharan	Jaipur (Rajasthan)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/4656.jpg
Bordoloi, Shri Pradyut	Nawgong (Assam)	Indian National Congress	https://loksabhadocs.nic.in/mpimage/photo/5108.jpg
Borlakunta, Shri  Venkatesh Netha	Peddapalle (SC)(Telangana)	Telangana Rashtra Samithi	https://loksabhadocs.nic.in/mpimage/photo/5083.jpg
Chahar, Shri  Rajkumar	Fatehpur Sikri (Uttar Pradesh)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/5142.jpg
Chakraborty, Ms. Mimi	Jadavpur (West Bengal)	All India Trinamool Congress	https://loksabhadocs.nic.in/mpimage/photo/5044.jpg
Chandel, Kunwar Pushpendra Singh	Hamirpur (Uttar Pradesh)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/4665.jpg
Chandra, Shri  Girish	Nagina (SC)(Uttar Pradesh)	Bahujan Samaj Party	https://loksabhadocs.nic.in/mpimage/photo/5156.jpg
Chatterjee, Smt.  Locket	Hooghly (West Bengal)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/5043.jpg
Chaudhary, Shri P.P.	Pali (Rajasthan)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/4597.jpg
Chaudhary, Shri Pankaj	Maharajganj (Uttar Pradesh)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/3479.jpg
Chaudhary, Shri  Pradeep Kumar	Kairana (Uttar Pradesh)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/5149.jpg
Chaudhuri, Km. Debasree	Raiganj (West Bengal)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/5054.jpg
Chauhan, Shri Devusinh Jesingbhai	Kheda (Gujarat)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/4858.jpg
Chauhan, Shri Nihal Chand	Ganganagar (SC)(Rajasthan)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/95.jpg
Chavda, Shri Vinod	Kachchh (SC)(Gujarat)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/4741.jpg
Chazhikadan, Shri Thomas	Kottayam (Kerala)	Kerala Congress (M)	https://loksabhadocs.nic.in/mpimage/photo/5130.jpg
Chellakumar, Dr. A.	Krishnagiri (Tamil Nadu)	Indian National Congress	https://loksabhadocs.nic.in/mpimage/photo/4966.jpg
Chidambaram, Shri Karti P.	Sivaganga (Tamil Nadu)	Indian National Congress	https://loksabhadocs.nic.in/mpimage/photo/4967.jpg
Chikhalikar, Shri Prataprao  Patil	Nanded (Maharashtra)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/5197.jpg
Chinraj, Shri A.K.P.	Namakkal (Tamil Nadu)	Dravida Munnetra Kazhagam	https://loksabhadocs.nic.in/mpimage/photo/4979.jpg
Chinta Anuradha, Smt.	Amalapuram (SC)(Andhra Pradesh)	Yuvajana Sramika Rythu Congress Party	https://loksabhadocs.nic.in/mpimage/photo/5085.jpg
Choubey, Shri Ashwini Kumar	Buxar (Bihar)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/4650.jpg
Choudhary, Shri Chandra Prakash	Giridih (Jharkhand)	AJSU Party	https://loksabhadocs.nic.in/mpimage/photo/5115.jpg
Choudhary, Shri Kailash	Barmer (Rajasthan)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/5207.jpg
Choudhury, Shri Abu Hasem Khan	Maldaha Dakshin (West Bengal)	Indian National Congress	https://loksabhadocs.nic.in/mpimage/photo/4212.jpg
Chowdhury, Shri Adhir Ranjan	Baharampur (West Bengal)	Indian National Congress	https://loksabhadocs.nic.in/mpimage/photo/97.jpg
Chudasama, Shri Rajeshbhai Naranbhai	Junagadh (Gujarat)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/4865.jpg
Dabhi, Shri Bharatsinhji Shankarji	Patan (Gujarat)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/5024.jpg
Damor, Shri Guman Singh	Ratlam (ST)(Madhya Pradesh)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/5068.jpg
Danve, Shri Raosaheb Dadarao	Jalna (Maharashtra)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/316.jpg
Darbar, Shri Chhatar Singh	Dhar (ST)(Madhya Pradesh)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/3675.jpg
Das, Shri Pallab Lochan	Tezpur (Assam)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/5110.jpg
Dastidar, Dr. (Smt.) Kakoli Ghosh	Barasat (West Bengal)	All India Trinamool Congress	https://loksabhadocs.nic.in/mpimage/photo/4489.jpg
Deb, Shri Nitesh Ganga	Sambalpur (Odisha)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/4999.jpg
Delkar, Smt. Kalaben Mohanbhai	Dadra and Nagar Haveli (Dadra and Nagar Haveli and Daman and Diu)	Shiv Sena	https://loksabhadocs.nic.in/mpimage/photo/5536.jpg
Deol, Shri Sunny	Gurdaspur (Punjab)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/5167.jpg
Devi, Smt. Rama	Sheohar (Bihar)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/3901.jpg
Devi, Smt. Veena	Vaishali (Bihar)	Lok Jan Shakti Party	https://loksabhadocs.nic.in/mpimage/photo/5223.jpg
Dhaduk, Shri Rameshbhai Lavjibhai	Porbandar (Gujarat)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/5026.jpg
Dhanorkar, Shri Balubhau Narayanrao (Alias Suresh)	Chandrapur (Maharashtra)	Indian National Congress	https://loksabhadocs.nic.in/mpimage/photo/5190.jpg
Dharambir Singh, Shri	Bhiwani-Mahendragarh (Haryana)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/4647.jpg
Dharmapuri, Shri Arvind	Nizamabad (Telangana)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/5082.jpg
Dhotre, Shri Sanjay Shamrao	Akola (Maharashtra)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/3992.jpg
Diler, Shri  Rajveer	Hathras (SC)(Uttar Pradesh)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/5146.jpg
Dilip, Shri Saikia	Mangaldoi (Assam)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/5107.jpg
DNV Senthilkumar S, Dr.	Dharmapuri (Tamil Nadu)	Dravida Munnetra Kazhagam	https://loksabhadocs.nic.in/mpimage/photo/4968.jpg
Dubey, Dr. Nishikant	Godda (Jharkhand)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/4324.jpg
Dubey, Shri  Vijay Kumar	Kushi Nagar (Uttar Pradesh)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/5151.jpg
Duggal, Smt. Sunita	Sirsa (SC)(Haryana)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/5031.jpg
Dwivedi, Shri Harish	Basti (Uttar Pradesh)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/4633.jpg
Eden, Shri Hibi	Ernakulam (Kerala)	Indian National Congress	https://loksabhadocs.nic.in/mpimage/photo/5125.jpg
Firojiya, Shri Anil	Ujjain (SC)(Madhya Pradesh)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/5071.jpg
Gaddigoudar, Shri Parvatagouda Chandanagouda	Bagalkot (Karnataka)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/3984.jpg
Gadkari, Shri Nitin Jairam	Nagpur (Maharashtra)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/4923.jpg
Galla, Shri Jayadev	Guntur (Andhra Pradesh)	Telugu Desam Party	https://loksabhadocs.nic.in/mpimage/photo/4770.jpg
Gambhir, Shri  Gautam	East Delhi (NCT of Delhi)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/5032.jpg
Gandhi, Shri Feroze Varun	Pilibhit (Uttar Pradesh)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/4277.jpg
Gandhi, Smt. Maneka Sanjay	Sultanpur (Uttar Pradesh)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/129.jpg
Gandhi, Shri Rahul	Wayanad (Kerala)	Indian National Congress	https://loksabhadocs.nic.in/mpimage/photo/4074.jpg
Gandhi, Smt. Sonia	Rae Bareli (Uttar Pradesh)	Indian National Congress	https://loksabhadocs.nic.in/mpimage/photo/130.jpg
Ganeshamurthi, Shri A.	Erode (Tamil Nadu)	Dravida Munnetra Kazhagam	https://loksabhadocs.nic.in/mpimage/photo/3857.jpg
Gangapuram, Shri  Kishan Reddy	Secunderabad (Telangana)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/5084.jpg
Gangwar, Shri Santosh Kumar	Bareilly (Uttar Pradesh)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/131.jpg
Gao, Shri Tapir	Arunachal East (Arunachal Pradesh)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/3973.jpg
Gautam, Shri Satish Kumar	Aligarh (Uttar Pradesh)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/4603.jpg
Gavit, Dr. Heena Vijaykumar	Nandurbar (ST)(Maharashtra)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/4787.jpg
Gavit, Shri Rajendra Dhedya	Palghar (ST)(Maharashtra)	Shiv Sena	https://loksabhadocs.nic.in/mpimage/photo/4949.jpg
General (Retd.), Dr. Vijay Kumar Singh	Ghaziabad (Uttar Pradesh)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/4598.jpg
Ghosh, Shri  Dilip	Medinipur (West Bengal)	Bharatiya Janata Party	https://loksabhadocs.nic.in/mpimage/photo/5051.jpg
Gill, Shri Jasbir Singh	Khadoor Sahib (Punjab)	Indian National Congress	https://loksabhadocs.nic.in/mpimage/photo/5165.jpg
Gnanathiraviam, Shri S.	Tirunelveli (Tamil Nadu)	Dravida Munnetra Kazhagam	https://loksabhadocs.nic.in/mpimage/photo/4956.jpg
Godse, Shri Hemant Tukaram	Nashik (Maharashtra)	Shiv Sena	https://loksabhadocs.nic.in/mpimage/photo/4682.jpg
